#BLTrackFile2 CALOENTR
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
-5.26489 -9.23099 17198.5 1.53541 -0.24491 66.9817 132.69 211 114421 1 1 1 0 0 0 0 0 0 118.291 17023.7 0 0 0 39.2425 9.14882 149.95 1.47555 15.2484 
-14.3812 27.4334 17198.5 -0.105859 -1.42334 65.9161 134.179 211 115757 1 1 1 0 0 0 0 0 0 119.858 16974.2 0 0 0 2.71983 -5.89126 149.95 1.62058 14.7892 
-39.7807 10.611 17198.5 1.18793 -0.282335 65.8177 134.37 211 116670 1 1 1 0 0 0 0 0 0 120.087 16980.1 0 0 0 5.42238 8.00173 149.95 1.59571 14.7454 
31.3691 -65.0551 17198.5 -0.762201 2.13558 69.8024 128.803 211 120881 1 1 1 0 0 0 0 0 0 113.638 17047.1 0 0 0 20.7505 11.6853 149.95 1.73258 16.4983 
-17.699 -26.1626 17198.5 1.38061 0.188835 71.3537 126.991 211 123849 1 1 1 0 0 0 0 0 0 111.495 17091.6 0 0 0 12.2953 8.36026 149.95 1.76585 17.188 
-0.833371 -42.9567 17198.5 -0.216378 3.20078 64.4185 136.789 211 124065 1 1 1 0 0 0 0 0 0 122.587 16983.2 0 0 0 16.9794 4.65586 149.95 1.74598 14.1825 
-4.18379 18.4958 17198.5 -2.24407 -2.33218 64.4667 136.786 211 124554 1 1 1 0 0 0 0 0 0 122.69 17010.6 0 0 0 -13.8958 1.81723 149.95 1.61046 14.2032 
2.91598 9.57375 17198.5 -0.899539 -0.260314 66.4622 133.026 211 129330 1 1 1 0 0 0 0 0 0 118.932 16980.3 0 0 0 -10.5103 2.49034 149.95 1.29477 15.0194 
-1.83483 43.7257 17198.5 -0.688241 -4.44201 62.4158 140.61 211 129509 1 1 1 0 0 0 0 0 0 126.654 17024.1 0 0 0 13.5061 6.05827 149.95 1.80905 13.3866 
33.0868 11.2036 17198.5 -1.3743 -0.859197 66.7775 132.98 211 131247 1 1 1 0 0 0 0 0 0 118.429 16992 0 0 0 7.24568 -0.720058 149.95 1.68592 15.1609 
